Step,Scaffold,SMILES,DRD2_pred_activity,HB-donors (Lipinski),Number of rotatable bonds,Custom_alerts,raw_DRD2_pred_activity,raw_HB-donors (Lipinski),raw_Number of rotatable bonds,total_score,ID
0.0,O=C(C=Cc1ccccc1)c1coccc1=O,Cc1ccc(C=CC(=O)c2c(O)oc(C)cc2=O)c(C)c1,0.4058981239795685,1.0,1.0,1.0,0.4058981239795685,1.0,3.0,0.5379207134246826,Use-case DRD2 Demo_95
4.0,O=C(C1CC1)N1CCN(c2ccnc3nnc(SCc4ccccc4)n23)CC1,COCc1cc(N2CCN(C(=O)C3CC3)CC2)n2c(SCc3ccccc3F)nnc2n1,0.40585795044898987,1.0,1.0,1.0,0.40585795044898987,0.0,7.0,0.5378894805908203,Use-case DRD2 Demo_96
1.0,O=C1CC(=O)c2ccccc21,CC(C)CC(=O)CC1(O)C(=O)c2ccccc2C1=O,0.4054088294506073,1.0,1.0,1.0,0.4054088294506073,1.0,4.0,0.5375401973724365,Use-case DRD2 Demo_97
2.0,O=C(C=Cc1ccc2c(c1)CCO2)c1ccccc1,O=C(C=Cc1ccc2c(c1)CCO2)c1ccccc1O,0.4045989513397217,1.0,1.0,1.0,0.4045989513397217,1.0,3.0,0.5369102954864502,Use-case DRD2 Demo_98
0.0,O=C(Nc1ccccc1)c1cccc(OCc2ccccc2)c1,CC(=O)Nc1ccc(NC(=O)c2cccc(OCc3ccc(Cl)cc3Cl)c2)cc1,0.4044385552406311,1.0,1.0,1.0,0.4044385552406311,2.0,6.0,0.5367855429649353,Use-case DRD2 Demo_99
4.0,c1ccc2nc3c(cc2c1)COC3,O=Cc1c2c(nc3ccccc13)COC2,0.40439465641975403,1.0,1.0,1.0,0.40439465641975403,0.0,1.0,0.5367514491081238,Use-case DRD2 Demo_100
7.0,c1ccc(-c2ccc(-c3ccc[nH]3)cc2)cc1,Cc1[nH]c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)c(C(F)(F)F)c2)cc1C(N)=O,0.4043195843696594,1.0,1.0,1.0,0.4043195843696594,2.0,4.0,0.5366930365562439,Use-case DRD2 Demo_101
0.0,c1ccc(CCN=c2ncnc3c(-c4ccccc4)c[nH]n23)cc1,Cc1nc(=NCCc2ccc(F)cc2)n2[nH]cc(-c3ccc(Cl)cc3Cl)c2n1,0.40415534377098083,1.0,1.0,1.0,0.40415534377098083,1.0,4.0,0.5365652441978455,Use-case DRD2 Demo_102
8.0,O=C1NC(=O)C(CSCc2ccccc2)(CSCc2ccccc2)N1,O=C1NC(=O)C(CSCc2ccccc2)(CSCc2ccc(Br)cc2)N1,0.4035399258136749,1.0,1.0,1.0,0.4035399258136749,2.0,8.0,0.5360866189002991,Use-case DRD2 Demo_103
9.0,O=c1c2ccccc2[nH]c(=S)n1Cc1nc(-c2ccccc2)no1,Cc1ccc(-c2noc(Cn3c(=S)[nH]c4ccccc4c3=O)n2)cc1,0.4034256935119629,1.0,1.0,1.0,0.4034256935119629,1.0,3.0,0.535997748374939,Use-case DRD2 Demo_104
1.0,O=C(c1ccc(=Nc2ccccc2)[nH]c1)N1CCN(c2ccccc2)CC1,COc1ccc(N2CCN(C(=O)c3ccc(=Nc4ccc(Cl)cc4)[nH]c3)CC2)cc1,0.403342068195343,1.0,1.0,1.0,0.403342068195343,1.0,4.0,0.5359327793121338,Use-case DRD2 Demo_105
7.0,O=S(=O)(NC1CCN(CCCOc2ccc(-c3nn[nH]n3)cc2)C1)c1ccccc1,O=S(=O)(NC1CCN(CCCOc2ccc(-c3nn[nH]n3)cc2)C1)c1cc(Cl)ccc1O,0.40332069993019104,1.0,1.0,1.0,0.40332069993019104,3.0,9.0,0.5359160900115967,Use-case DRD2 Demo_106
2.0,c1ccc(-c2cccc(C3CC4NOCC4CN3)c2)cc1,CN1OCC2CNC(c3cccc(-c4ccccc4O)c3)CC21,0.4028555750846863,1.0,1.0,1.0,0.4028555750846863,2.0,2.0,0.5355543494224548,Use-case DRD2 Demo_107
3.0,N=c1[nH]n(S(=O)(=O)c2ccccc2)cc1-c1ccccc1,Cc1ccc(S(=O)(=O)n2cc(-c3ccc(Cl)cc3C(F)(F)F)c(=N)[nH]2)cc1,0.40273740887641907,1.0,1.0,1.0,0.40273740887641907,2.0,3.0,0.5354624390602112,Use-case DRD2 Demo_108
4.0,O=C(CCN1CCc2[nH]cnc(=O)c2C1)c1cccc2ccccc12,CC1c2c([nH]c(C(C)(F)F)nc2=O)CCN1CCC(=O)c1ccc(F)c2ccccc12,0.4026874899864197,1.0,1.0,1.0,0.4026874899864197,1.0,5.0,0.5354235768318176,Use-case DRD2 Demo_109
6.0,O=C(N=c1[nH]ncs1)C1CCCN1S(=O)(=O)c1ccccc1,Cc1n[nH]c(=NC(=O)C2CCCN2S(=O)(=O)c2c(Cl)c(C)cc(C)c2Cl)s1,0.4025087356567383,1.0,1.0,1.0,0.4025087356567383,1.0,3.0,0.5352845788002014,Use-case DRD2 Demo_110
3.0,c1ccc(CCc2ccc(OCc3ccccc3)cc2)cc1,O=C(NC(Cc1ccccc1)c1ccc(OCc2ccccc2)cc1)C(F)(F)F,0.40224364399909973,1.0,1.0,1.0,0.40224364399909973,1.0,7.0,0.5350783467292786,Use-case DRD2 Demo_111
1.0,O=C(Nc1ccccc1)c1ccccc1,COc1ccc(N(CCN)C(=O)c2ccccc2Cl)cc1Cl,0.40213197469711304,1.0,1.0,1.0,0.40213197469711304,1.0,5.0,0.5349915027618408,Use-case DRD2 Demo_112
7.0,O=C(CN1C(=O)CN(Cc2ccccc2)c2ccccc21)Nc1ccccc1,COc1cc(NC(=O)CN2C(=O)CN(Cc3cccc(Cl)c3)c3ccccc32)cc(OC)c1OC,0.4018905460834503,1.0,1.0,1.0,0.4018905460834503,1.0,8.0,0.5348037481307983,Use-case DRD2 Demo_113
4.0,O=c1cc(CSc2ccccc2)c2cc(-c3ccccc3)ccc2o1,Cc1cc2oc(=O)cc(CSc3ccccc3)c2cc1-c1ccc(C(C)(C)C)cc1,0.4014880359172821,1.0,1.0,1.0,0.4014880359172821,0.0,4.0,0.534490704536438,Use-case DRD2 Demo_114
0.0,O=C(NCc1cncs1)c1cc2c(-c3ccccc3)n[nH]c2s1,Cc1cc(-c2n[nH]c3sc(C(=O)NCc4scnc4C)cc23)ccc1Cl,0.4012802243232727,1.0,1.0,1.0,0.4012802243232727,2.0,4.0,0.5343291163444519,Use-case DRD2 Demo_115
7.0,c1ccc2c(c1)Nc1cccc3[nH]nc-2c13,CCCN(CCN(C)C)CCn1nc2c3ccccc3[nH]c3c([N+](=O)[O-])ccc1c32,0.40082427859306335,1.0,1.0,1.0,0.40082427859306335,1.0,9.0,0.5339744091033936,Use-case DRD2 Demo_116
4.0,N=c1[nH]c(=N)c2cc(CNc3ccccc3)ccc2[nH]1,CN(Cc1ccc2[nH]c(=N)[nH]c(=N)c2c1)c1ccc(Cl)c(Cl)c1,0.40074944496154785,1.0,1.0,1.0,0.40074944496154785,4.0,3.0,0.5339162349700928,Use-case DRD2 Demo_117
1.0,c1cc(C2CCCN(Cc3ccsc3)C2)n[nH]1,Cc1cc(C2CCCN(Cc3ccsc3)C2)n[nH]1,0.40072011947631836,1.0,1.0,1.0,0.40072011947631836,1.0,3.0,0.5338934063911438,Use-case DRD2 Demo_118
4.0,O=c1c2ccccc2ncn1CCCc1ccccc1,CNC(=O)C(O)(CCn1cnc2ccccc2c1=O)c1ccc(F)cc1F,0.4006694555282593,1.0,1.0,1.0,0.4006694555282593,2.0,5.0,0.5338540077209473,Use-case DRD2 Demo_119
7.0,c1ccc2[nH]nnc2c1,On1nnc2ccc(Cl)cc21,0.4005281329154968,1.0,1.0,1.0,0.4005281329154968,1.0,0.0,0.5337440967559814,Use-case DRD2 Demo_120
6.0,O=C(Cc1cn(CCOc2ccccc2)nn1)c1ccccc1,COc1ccc(C(=O)Cc2cn(CCOc3ccccc3)nn2)cc1OC,0.4004746973514557,1.0,1.0,1.0,0.4004746973514557,0.0,9.0,0.533702552318573,Use-case DRD2 Demo_121
5.0,O=C(c1cccs1)N1CCCC(c2nc3ccccc3[nH]2)C1,Cn1c(C2CCCN(C(=O)c3ccc(Cl)s3)C2)nc2ccccc21,0.40045997500419617,1.0,1.0,1.0,0.40045997500419617,0.0,2.0,0.5336911082267761,Use-case DRD2 Demo_122
7.0,O=C(NCc1ccccc1)c1ncoc1-c1ccc2c(c1)CCN2,Cc1ccccc1CNC(=O)c1ncoc1-c1ccc2c(c1)CCN2C(C)C(F)(F)F,0.4004530608654022,1.0,1.0,1.0,0.4004530608654022,1.0,5.0,0.5336856842041016,Use-case DRD2 Demo_123
0.0,c1ccc(CCn2c(=Nc3ccc(N4CCNCC4)cc3)[nH]c3ccccc32)cc1,CN1CCN(c2ccc(N=c3[nH]c4ccc(C(=O)N(C)C)cc4n3CC(O)c3ccc(F)cc3)cc2)CC1,0.40010377764701843,1.0,1.0,1.0,0.40010377764701843,2.0,6.0,0.5334140658378601,Use-case DRD2 Demo_124
0.0,c1ccc2ccccc2c1,COc1cc(NC(C)CCCN)c2ccccc2c1O,0.39982008934020996,1.0,1.0,1.0,0.39982008934020996,3.0,6.0,0.5331933498382568,Use-case DRD2 Demo_125
9.0,S=c1[nH]c(-c2ccccc2)c(-c2ccccc2)[nH]1,Cc1cccc(-c2[nH]c(=S)[nH]c2-c2ccc(Cl)cc2)c1,0.39966216683387756,1.0,1.0,1.0,0.39966216683387756,2.0,2.0,0.5330705642700195,Use-case DRD2 Demo_126
5.0,O=C(Nc1c[nH]c(=O)[nH]c1=O)c1cncs1,Cc1nc(C)c(C(=O)N(CCC(C)C)c2c(N)n(CC(C)C)c(=O)[nH]c2=O)s1,0.3993426263332367,1.0,1.0,1.0,0.3993426263332367,2.0,7.0,0.5328220725059509,Use-case DRD2 Demo_127
0.0,c1ccc(Oc2ccc(-c3cccc(-c4ccccc4)c3)cc2)cc1,Oc1ccc(-c2cccc(-c3ccc(Oc4ccccc4)cc3)c2)cc1,0.3989192247390747,1.0,1.0,1.0,0.3989192247390747,1.0,4.0,0.5324927568435669,Use-case DRD2 Demo_128
7.0,N=C1NC(=O)C(=Cc2ccccc2)S1,N=C1NC(=O)C(=Cc2cc([N+](=O)[O-])ccc2N)S1,0.39846271276474,1.0,1.0,1.0,0.39846271276474,3.0,2.0,0.5321376323699951,Use-case DRD2 Demo_129
8.0,O=C(Cc1cccc2ccccc12)NCc1ccccc1,CC(N)(C(=O)NC(CCCCN)c1ccccc1)c1cccc2ccccc12,0.39840763807296753,1.0,1.0,1.0,0.39840763807296753,3.0,8.0,0.5320948362350464,Use-case DRD2 Demo_130
5.0,O=C1C(Cc2ccccc2)c2cccnc2N1c1ccccc1,CC1(Cc2ccc(O)cc2)C(=O)N(c2ccccc2)c2ncccc21,0.3983091711997986,1.0,1.0,1.0,0.3983091711997986,1.0,3.0,0.53201824426651,Use-case DRD2 Demo_131
4.0,O=C(c1ccsc1)N1CCN(c2ccccc2)CC1,COc1ccccc1N1CCN(C(=O)c2csc(C)c2)CC1,0.3980633318424225,1.0,1.0,1.0,0.3980633318424225,0.0,3.0,0.5318270325660706,Use-case DRD2 Demo_132
2.0,C1CCC2C(C1)CCC1C3CCCCC3CCC21,CC(C=O)C12CCC3C(C)(C)C(O)CCC3(C)C1CCC1C(C)(C)C(O)CCC12C,0.39799362421035767,1.0,1.0,1.0,0.39799362421035767,2.0,2.0,0.5317728519439697,Use-case DRD2 Demo_133
5.0,O=C(N=c1cc(-c2noc(-c3ccccc3)n2)cc[nH]1)N1CC2CC2C1,NC1C2CN(C(=O)N=c3cc(-c4noc(-c5ccc(F)c(C(F)(F)F)c5)n4)cc[nH]3)CC12,0.3978927731513977,1.0,1.0,1.0,0.3978927731513977,2.0,2.0,0.5316944122314453,Use-case DRD2 Demo_134
3.0,O=C(CCOc1ccccc1)N=c1nc[nH][nH]1,O=C(CCOc1ccc(Cl)cc1)N=c1nc[nH][nH]1,0.39759790897369385,1.0,1.0,1.0,0.39759790897369385,2.0,4.0,0.5314650535583496,Use-case DRD2 Demo_135
0.0,O=C(COc1ccccc1)N1c2ccccc2Sc2ccccc21,O=C(COc1ccc(Cl)cc1)N1c2ccccc2Sc2ccccc21,0.3975673317909241,1.0,1.0,1.0,0.3975673317909241,0.0,3.0,0.5314412713050842,Use-case DRD2 Demo_136
8.0,c1ccc(-c2cc[nH]n2)cc1,CCOc1ccc(-c2n[nH]c(C(F)(F)F)c2N(C)C(=O)COC)cc1OC,0.3975384831428528,1.0,1.0,1.0,0.3975384831428528,1.0,7.0,0.5314188003540039,Use-case DRD2 Demo_137
0.0,O=S(=O)(c1ccccc1)n1ccc(-c2nc3ccccc3[nH]2)c1,CNC(=O)c1ccc2c(c1)nc(-c1ccn(S(=O)(=O)c3ccc(F)c(F)c3)c1)n2CCN(C)C,0.3974168598651886,1.0,1.0,1.0,0.3974168598651886,1.0,7.0,0.5313242077827454,Use-case DRD2 Demo_138
5.0,c1ccc(N=c2c3ccccc3[nH]c3ccccc23)cc1,N#Cc1cccc(N=c2c3ccccc3[nH]c3ccccc23)c1,0.39733144640922546,1.0,1.0,1.0,0.39733144640922546,1.0,1.0,0.5312578082084656,Use-case DRD2 Demo_139
7.0,N=C1CC(c2ccccc2)c2c[nH]nc2O1,COc1cccc(C2c3c(n[nH]c3C)OC(=N)C2C#N)c1OC,0.3972470164299011,1.0,1.0,1.0,0.3972470164299011,2.0,3.0,0.5311921238899231,Use-case DRD2 Demo_140
3.0,O=c1c2ccccc2nc2n1CCC2,CC(C)=CCC1(CC=C(C)C)CCn2c1nc1cccc(C(F)(F)F)c1c2=O,0.39721351861953735,1.0,1.0,1.0,0.39721351861953735,0.0,4.0,0.5311660766601562,Use-case DRD2 Demo_141
6.0,c1ccc(CSc2cc3ccccc3[nH]2)cc1,CN(C)C(=O)c1ccc(CSc2cc3ccccc3n2C)cc1,0.39663535356521606,1.0,1.0,1.0,0.39663535356521606,0.0,4.0,0.5307163596153259,Use-case DRD2 Demo_142
3.0,O=C1C=C2c3ccccc3CC3NC=CC23C(OCc2ccccc2)C1,CN1C=CC23C(=CC(=O)CC2OCc2ccccc2)c2c(ccc(O)c2O)CC13,0.3966333270072937,1.0,1.0,1.0,0.3966333270072937,2.0,3.0,0.530714750289917,Use-case DRD2 Demo_143
4.0,O=C(c1cc(C2CC2)on1)N1CCCC(c2cn3ccccc3n2)C1,O=C(c1cc(C2CC2)on1)N1CCCC(c2cn3ccccc3n2)C1,0.3963717222213745,1.0,1.0,1.0,0.3963717222213745,0.0,3.0,0.5305113196372986,Use-case DRD2 Demo_144
1.0,O=C(c1cnc(-c2ccccc2)nc1)N1CCN(c2ccccc2)CC1,Cc1nc(-c2ccccc2)ncc1C(=O)N1CCN(c2ccccc2F)CC1,0.39603573083877563,1.0,1.0,1.0,0.39603573083877563,0.0,3.0,0.5302500128746033,Use-case DRD2 Demo_145
5.0,c1ccccc1,CC(CN(C)C)NC(=O)c1cc(C(F)(F)F)ccc1C(F)(F)F,0.3958186209201813,1.0,1.0,1.0,0.3958186209201813,1.0,4.0,0.5300810933113098,Use-case DRD2 Demo_146
4.0,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,COc1cc(-c2cc(-c3ccc(Cl)cc3)cc(-c3ccc(O)cc3)n2)cc(OC)c1OC,0.3957280218601227,1.0,1.0,1.0,0.3957280218601227,1.0,6.0,0.5300106406211853,Use-case DRD2 Demo_147
3.0,O=S(=O)(NCc1ccc(Oc2ccccc2)nc1)c1ccccc1,CCOc1cc(S(=O)(=O)NCc2ccc(Oc3ccc(Cl)cc3)nc2)ccc1Cl,0.39564386010169983,1.0,1.0,1.0,0.39564386010169983,1.0,8.0,0.5299451947212219,Use-case DRD2 Demo_148
2.0,O=C(COc1ccc(-c2cn[nH]c2)cc1)NCc1ccno1,CN(Cc1ccno1)C(=O)COc1ccc(-c2cnn(C)c2)cc1,0.39554888010025024,1.0,1.0,1.0,0.39554888010025024,0.0,6.0,0.5298713445663452,Use-case DRD2 Demo_149
5.0,c1ccc(CC2=NCCN2)cc1,CN1CCN=C1Cc1ccccc1Br,0.39548981189727783,1.0,1.0,1.0,0.39548981189727783,0.0,2.0,0.5298254489898682,Use-case DRD2 Demo_150
2.0,O=C1Nc2ccccc2C12OCCN1Cc3ccccc3N=C12,COc1ccc2c(c1)CN1CC(C)OC3(C(=O)Nc4ccccc43)C1=N2,0.3954530954360962,1.0,1.0,1.0,0.3954530954360962,1.0,1.0,0.529796838760376,Use-case DRD2 Demo_151
7.0,c1ccc(OCc2ccccc2-c2cccc(-c3ccccc3)n2)cc1,Cc1ccccc1OCc1ccccc1-c1cccc(-c2ccccc2)n1,0.39530760049819946,1.0,1.0,1.0,0.39530760049819946,0.0,5.0,0.5296837091445923,Use-case DRD2 Demo_152
0.0,O=C(c1c2c(n(-c3ccccc3)c1Oc1ccccc1)CCNC2)N1CCCNCC1,CCN1CCc2c(c(C(=O)N3CCCNCC3)c(Oc3c(OC)cccc3OC)n2-c2ccc(F)cc2)C1,0.39508748054504395,1.0,1.0,1.0,0.39508748054504395,1.0,7.0,0.5295125246047974,Use-case DRD2 Demo_153
4.0,O=C(c1ccccc1)N1CCn2c(nnc2-c2ccc3ccccc3c2)C1,O=C(c1ccc(F)cc1)N1CCn2c(nnc2-c2ccc3ccccc3c2)C1,0.39500927925109863,1.0,1.0,1.0,0.39500927925109863,0.0,2.0,0.5294516682624817,Use-case DRD2 Demo_154
2.0,O=C1NC=NC12CCOc1ncccc12,CCC1=NC2(CCOc3ncccc32)C(=O)N1C,0.394824355840683,1.0,1.0,1.0,0.394824355840683,0.0,1.0,0.5293078422546387,Use-case DRD2 Demo_155
9.0,c1ccc(-c2cnc(CC3Cc4ccccc4C3)nc2-c2ccccc2)cc1,COc1ccccc1-c1nc(C(C)(O)C2Cc3ccccc3C2)ncc1-c1ccc(F)cc1,0.3947591781616211,1.0,1.0,1.0,0.3947591781616211,1.0,5.0,0.5292571187019348,Use-case DRD2 Demo_156
4.0,c1ccc2c(c1)CC(CN1CCCC1)N2,NCC(=O)N1c2ccccc2CC1CN1CCCC1,0.39462700486183167,1.0,1.0,1.0,0.39462700486183167,1.0,3.0,0.529154360294342,Use-case DRD2 Demo_157
2.0,N=c1c(C(=O)NCCCc2ccc3ncccc3c2)c[nH]n1-c1ccccc1,CC(O)(c1ccc2ncccc2c1)C(F)(F)CNC(=O)c1c[nH]n(-c2ccc(F)cc2)c1=N,0.39410272240638733,1.0,1.0,1.0,0.39410272240638733,4.0,6.0,0.5287465453147888,Use-case DRD2 Demo_158
5.0,O=C(Nc1ccccc1)c1nnc(Cc2cnoc2)[nH]1,CCOc1ccc(NC(=O)c2nnc(Cc3c(C)noc3C)n2C)cc1,0.39401865005493164,1.0,1.0,1.0,0.39401865005493164,1.0,6.0,0.5286811590194702,Use-case DRD2 Demo_159
5.0,O=C(c1ccccn1)N1CC=C(c2c[nH]c3ccccc23)CC1,O=C(c1ccccn1)N1CC=C(c2c[nH]c3ccccc23)CC1,0.39388489723205566,1.0,1.0,1.0,0.39388489723205566,1.0,2.0,0.5285771489143372,Use-case DRD2 Demo_160
0.0,S=C(NC1CCCC1)n1cc(-c2ccc3oc(-c4ccccc4)cc3c2)nn1,CNC(=O)c1c(-c2ccc(F)cc2)oc2ccc(-c3cn(C(=S)NC4CCCC4)nn3)cc12,0.3936672806739807,1.0,1.0,1.0,0.3936672806739807,2.0,4.0,0.528407871723175,Use-case DRD2 Demo_161
7.0,O=C1CCC(c2ccccc2)N1CCc1ccccc1,COc1ccc(CCN2C(=O)CCC2(C)c2ccc(C(C)C)cc2)cc1,0.39350587129592896,1.0,1.0,1.0,0.39350587129592896,0.0,6.0,0.5282824039459229,Use-case DRD2 Demo_162
7.0,O=C(NCc1ccco1)c1ccc[nH]c1=O,O=C(NCc1ccco1)c1ccc[nH]c1=O,0.39350590109825134,1.0,1.0,1.0,0.39350590109825134,2.0,3.0,0.5282824039459229,Use-case DRD2 Demo_163
6.0,c1ccc(-c2ccn3nccc3c2)cc1,CC(C)c1cc2c(C#N)c(-c3ccccc3)ccn2n1,0.3934711217880249,1.0,1.0,1.0,0.3934711217880249,0.0,2.0,0.52825528383255,Use-case DRD2 Demo_164
1.0,c1ccccc1,CC(=O)c1ccc(F)cc1,0.3934180438518524,1.0,1.0,1.0,0.3934180438518524,0.0,1.0,0.5282140374183655,Use-case DRD2 Demo_165
3.0,c1cc(OC2CCCC2)cc(C2CCN(Cc3ccno3)C2)c1,CCC(C)NC(=O)c1cc(CN2CCC(c3ccc(OC)c(OC4CCCC4)c3)C2)on1,0.3931329846382141,1.0,1.0,1.0,0.3931329846382141,1.0,9.0,0.5279923677444458,Use-case DRD2 Demo_166
6.0,C1=CN2c3ccccc3CCC2CC1,CC1(F)CC=CN2c3ccccc3CCC21,0.39292216300964355,1.0,1.0,1.0,0.39292216300964355,0.0,0.0,0.5278283357620239,Use-case DRD2 Demo_167
5.0,O=C(CSc1nnc(-c2ccc(N3CCCCC3)cc2)o1)NCc1ccccc1,O=C(CSc1nnc(-c2ccc(N3CCCCC3)cc2)o1)NCc1ccc(Cl)cc1,0.3928302228450775,1.0,1.0,1.0,0.3928302228450775,1.0,7.0,0.5277568697929382,Use-case DRD2 Demo_168
8.0,O=C(Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1)C1=CCNC1,Cc1cc(C)[nH]c(=NS(=O)(=O)c2ccc(NC(=O)C3=CC(C)(C)NC3(C)C)cc2)n1,0.3928013741970062,1.0,1.0,1.0,0.3928013741970062,3.0,4.0,0.5277344584465027,Use-case DRD2 Demo_169
7.0,c1ccccc1,CC(C)N=Cc1ccccc1O,0.392453670501709,1.0,1.0,1.0,0.392453670501709,1.0,2.0,0.527463972568512,Use-case DRD2 Demo_170
0.0,c1ccc(Oc2cccc(CN3CCC(N4CCCC4)CC3)c2)cc1,CC(C)(C)c1cccc(Oc2cccc(CN3CCC(N4CCCC4)CC3)c2)c1,0.3923117220401764,1.0,1.0,1.0,0.3923117220401764,0.0,5.0,0.5273535251617432,Use-case DRD2 Demo_171
8.0,O=C(c1ccccc1)N1CCC(NS(=O)(=O)c2ccccc2)CC1,Cc1ccc(S(=O)(=O)NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1,0.39200359582901,1.0,1.0,1.0,0.39200359582901,1.0,4.0,0.5271139144897461,Use-case DRD2 Demo_172
3.0,O=C1N=C(Nc2ccccc2)SC1=Cc1c[nH]c2ccccc12,COc1cccc(NC2=NC(=O)C(=Cc3cn(C(C)(C)C)c4ccccc34)S2)c1,0.3917968273162842,1.0,1.0,1.0,0.3917968273162842,1.0,3.0,0.5269530415534973,Use-case DRD2 Demo_173
1.0,c1ccc(CN2CCCCC2)cc1,CC(C)N(CCO)C(=O)C1CCCN(Cc2ccccc2)C1,0.39179643988609314,1.0,1.0,1.0,0.39179643988609314,1.0,6.0,0.5269528031349182,Use-case DRD2 Demo_174
8.0,O=C1CCCc2c1cnn2-c1cccc(OCc2ccccc2)c1,COc1ccc(-n2nc(C)c3c2CC(C)(C)CC3=O)cc1OCc1ccc([N+](=O)[O-])cc1,0.39165470004081726,1.0,1.0,1.0,0.39165470004081726,0.0,6.0,0.5268425345420837,Use-case DRD2 Demo_175
5.0,O=C(N=c1cncc(-c2ccco2)[nH]1)c1ccccc1,Cc1ccc(-c2cncc(=NC(=O)c3ccccc3F)[nH]2)o1,0.39162972569465637,1.0,1.0,1.0,0.39162972569465637,1.0,2.0,0.5268231630325317,Use-case DRD2 Demo_176
2.0,C=C(c1ccccc1)c1ccccc1,C=C=C(c1cc(OC)cc(OC)c1)c1ccc(OC)c(OC)c1,0.3913710117340088,1.0,1.0,1.0,0.3913710117340088,0.0,6.0,0.52662193775177,Use-case DRD2 Demo_177
0.0,O=c1cccc[nH]1,Cc1cc(C)c(C#N)c(=O)[nH]1,0.3912453055381775,1.0,1.0,1.0,0.3912453055381775,1.0,0.0,0.5265241265296936,Use-case DRD2 Demo_178
5.0,O=S(=O)(CCn1nccc1C1CC1)N=c1nc[nH][nH]1,Cc1nc(=NS(=O)(=O)CCn2nc(C(F)(F)F)cc2C2CC2)n(C(C)C)[nH]1,0.3911730945110321,1.0,1.0,1.0,0.3911730945110321,1.0,6.0,0.5264679789543152,Use-case DRD2 Demo_179
4.0,c1cnc(Oc2cccc3nsnc23)c(C2CCNCC2)c1,c1cnc(Oc2cccc3nsnc23)c(C2CCNCC2)c1,0.39088550209999084,1.0,1.0,1.0,0.39088550209999084,1.0,3.0,0.5262442827224731,Use-case DRD2 Demo_180
0.0,O=C(NCc1cnccn1)c1coc(-c2ccccc2)n1,CC(C)(C)c1oc(-c2cc(F)ccc2F)nc1C(=O)NCc1cnccn1,0.39084967970848083,1.0,1.0,1.0,0.39084967970848083,1.0,4.0,0.5262163877487183,Use-case DRD2 Demo_181
0.0,N=c1cc(-c2cc[nH]c2)c2ccccc2[nH]1,CCCC(=O)N=c1cc(-c2cc[nH]c2)c2ccc(C(F)(F)F)cc2[nH]1,0.3907071352005005,1.0,1.0,1.0,0.3907071352005005,2.0,3.0,0.5261055827140808,Use-case DRD2 Demo_182
0.0,c1ccc(C2=NC(c3ccccc3)CO2)cc1,Fc1cccc(F)c1C1=NC(c2ccc(Cl)cc2Cl)CO1,0.39059388637542725,1.0,1.0,1.0,0.39059388637542725,0.0,2.0,0.526017427444458,Use-case DRD2 Demo_183
0.0,c1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,COc1ccc(-c2cc(-c3ccc(O)cc3)cc(-c3ccc(O)cc3)n2)cc1O,0.3905450105667114,1.0,1.0,1.0,0.3905450105667114,3.0,4.0,0.5259794592857361,Use-case DRD2 Demo_184
1.0,N=c1c2ccccc2[nH]c2ccccc12,CN(C)CCN=c1c2ccccc2[nH]c2cc([N+](=O)[O-])ccc12,0.390543133020401,1.0,1.0,1.0,0.390543133020401,1.0,4.0,0.5259779691696167,Use-case DRD2 Demo_185
7.0,O=C1c2ccccc2C(=O)C1c1ccccc1,CN(C)c1ccc(C2C(=O)c3ccccc3C2=O)cc1,0.39047127962112427,1.0,1.0,1.0,0.39047127962112427,0.0,2.0,0.5259221196174622,Use-case DRD2 Demo_186
0.0,O=C(Cn1c2ccccc2c2ccccc21)NCc1ccccc1,CCOc1ccc2c(c1)c1ccccc1n2CC(=O)NCc1cc(F)ccc1F,0.3904552459716797,1.0,1.0,1.0,0.3904552459716797,1.0,6.0,0.5259096622467041,Use-case DRD2 Demo_187
1.0,c1cnc(N2CCn3cc(CN4CCOCC4)nc3C2)nc1,Cc1ccnc(N2CCn3cc(CN4CCOCC4)nc3C2)n1,0.39036881923675537,1.0,1.0,1.0,0.39036881923675537,0.0,3.0,0.5258424282073975,Use-case DRD2 Demo_188
3.0,O=C(NCc1ccccc1)C1CC(c2ccccc2)=NO1,COc1ccccc1C1=NOC(C(=O)NCc2ccccc2)C1,0.3902477025985718,1.0,1.0,1.0,0.3902477025985718,1.0,5.0,0.5257481932640076,Use-case DRD2 Demo_189
0.0,c1ccc(-c2ccc3nnc(Cc4ccncc4)n3c2)cc1,Cc1cc(Cc2nnc3ccc(-c4ccc(N)cc4)cn23)ccn1,0.3901721239089966,1.0,1.0,1.0,0.3901721239089966,1.0,3.0,0.525689423084259,Use-case DRD2 Demo_190
4.0,c1ccc(N2CCN(CCN3CCN(c4ccccc4)CC3)CC2)cc1,COc1ccccc1N1CCN(CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,0.38997095823287964,1.0,1.0,1.0,0.38997095823287964,0.0,6.0,0.5255329608917236,Use-case DRD2 Demo_191
